0.28401259,86.00000000,nan
0.29660183,84.00000000,nan
0.30806616,94.00000000,nan
0.31435499,80.00000000,nan
0.29739228,76.00000000,nan
0.29646119,90.00000000,nan
0.29269606,74.00000000,nan
0.29561323,72.00000000,nan
0.30153301,90.00000000,nan
0.29389864,92.00000000,nan
0.29317227,92.00000000,nan
0.31323823,74.00000000,nan
0.29443952,92.00000000,nan
0.28980279,88.00000000,nan
0.29883224,64.00000000,nan
0.31074840,68.00000000,nan
0.29937330,68.00000000,nan
0.29589194,90.00000000,nan
0.30278498,102.00000000,nan
0.29262391,76.00000000,nan
0.29811123,78.00000000,nan
0.28776100,82.00000000,nan
0.29738793,74.00000000,nan
0.29758990,88.00000000,nan
0.27698496,86.00000000,nan
0.29305330,90.00000000,nan
0.30767289,76.00000000,nan
0.30426115,94.00000000,nan
0.29867163,76.00000000,nan
0.29749471,92.00000000,nan
0.30104479,68.00000000,nan
0.29688433,92.00000000,nan
0.30190182,94.00000000,nan
0.30011818,94.00000000,nan
0.29879570,86.00000000,nan
0.29056635,74.00000000,nan
0.29438689,94.00000000,nan
0.29001743,74.00000000,nan
0.29977879,100.00000000,nan
0.29281950,82.00000000,nan
0.30261940,76.00000000,nan
0.28506711,66.00000000,nan
0.29335350,98.00000000,nan
0.30243826,90.00000000,nan
0.29953668,86.00000000,nan
0.28876284,82.00000000,nan
0.29674247,92.00000000,nan
0.28941086,102.00000000,nan
0.28962004,86.00000000,nan
0.30334166,108.00000000,nan
0.29943466,102.00000000,nan
0.29926637,88.00000000,nan
0.29450858,72.00000000,nan
0.29370564,92.00000000,nan
0.30534306,86.00000000,nan
0.30495882,86.00000000,nan
0.27863711,92.00000000,nan
0.29784870,108.00000000,nan
0.30017939,100.00000000,nan
0.31171438,82.00000000,nan
0.29901081,94.00000000,nan
0.29110599,106.00000000,nan
0.30956471,102.00000000,nan
0.31009898,92.00000000,nan
0.29855418,88.00000000,nan
0.30600309,98.00000000,nan
0.29039764,92.00000000,nan
0.29641762,96.00000000,nan
0.29322174,96.00000000,nan
0.30809611,98.00000000,nan
0.30129817,94.00000000,nan
0.30188224,88.00000000,nan
0.29245695,74.00000000,nan
0.28929389,78.00000000,nan
0.30628148,94.00000000,nan
0.28465265,90.00000000,nan
0.30069965,80.00000000,nan
0.28625745,82.00000000,nan
0.29560357,104.00000000,nan
0.29070246,94.00000000,nan
0.29532108,92.00000000,nan
0.29916382,92.00000000,nan
0.29068983,74.00000000,nan
0.28941500,88.00000000,nan
0.28662175,82.00000000,nan
0.29052907,92.00000000,nan
0.30836424,80.00000000,nan
0.29587632,52.00000000,nan
0.30215612,106.00000000,nan
0.29965141,76.00000000,nan
0.29026502,80.00000000,nan
0.29558343,100.00000000,nan
0.29795468,72.00000000,nan
